match_id,start_x,start_y,end_x,end_y,height,angle,duration,outcome
8657,35.0,40.0,39.0,64.0,Ground Pass,1.4056476,1.546,
8657,39.0,67.0,49.0,77.0,Ground Pass,0.7853982,1.079,
8657,53.0,78.0,107.0,69.0,High Pass,-0.16514868,3.32,
8657,63.0,55.0,90.0,56.0,Ground Pass,0.037020117,1.186,
8657,94.0,55.0,102.0,40.0,Ground Pass,-1.080839,1.241,Incomplete
8657,91.0,2.0,93.0,9.0,Low Pass,1.2924967,0.799,
8657,93.0,9.0,92.0,4.0,Low Pass,-1.7681919,1.0,Incomplete
8657,38.0,77.0,28.0,77.0,Ground Pass,3.1415927,0.6,
8657,29.0,78.0,24.0,66.0,Ground Pass,-1.9655875,1.08,
8657,26.0,65.0,28.0,53.0,Ground Pass,-1.4056476,0.999,
8657,40.0,39.0,57.0,51.0,Ground Pass,0.61466295,0.959,
8657,65.0,60.0,66.0,77.0,Ground Pass,1.5120405,1.08,
8657,66.0,77.0,47.0,67.0,Ground Pass,-2.6571147,1.4,
8657,50.0,64.0,47.0,44.0,Ground Pass,-1.7196863,1.546,
8657,55.0,40.0,59.0,18.0,Ground Pass,-1.3909428,1.386,
8657,61.0,19.0,68.0,17.0,Ground Pass,-0.27829966,0.599,
8657,72.0,13.0,71.0,21.0,Ground Pass,1.6951513,0.519,
8657,75.0,25.0,75.0,18.0,Ground Pass,-1.5707964,0.613,
8657,48.0,61.0,54.0,42.0,Ground Pass,-1.2649175,1.16,
8657,58.0,39.0,60.0,29.0,Ground Pass,-1.3734008,0.653,
8657,88.0,43.0,99.0,50.0,Ground Pass,0.5667292,1.0,
8657,99.0,50.0,100.0,39.0,Ground Pass,-1.4801364,0.36,
8657,18.0,39.0,17.0,29.0,Ground Pass,-1.670465,0.76,
8657,56.0,53.0,74.0,69.0,High Pass,0.7266424,2.386,
8657,67.0,71.0,67.0,57.0,Ground Pass,-1.5707964,0.56,
8657,67.0,62.0,65.0,71.0,Ground Pass,1.7894653,0.92,
8657,65.0,69.0,39.0,64.0,Ground Pass,-2.9516044,1.04,
8657,32.0,62.0,43.0,39.0,Ground Pass,-1.1246908,1.786,
8657,59.0,36.0,89.0,3.0,High Pass,-0.8329813,1.986,Pass Offside
8657,59.0,54.0,65.0,43.0,Ground Pass,-1.0714496,0.678,
8657,63.0,39.0,91.0,3.0,High Pass,-0.90975314,2.453,
8657,82.0,9.0,83.0,20.0,Ground Pass,1.4801364,1.466,
8657,34.0,42.0,33.0,2.0,Low Pass,-1.5957911,2.786,Out
8657,86.0,80.0,80.0,77.0,Low Pass,-2.6779451,0.559,
8657,76.0,75.0,67.0,72.0,Ground Pass,-2.819842,1.026,
8657,67.0,71.0,64.0,53.0,Ground Pass,-1.735945,0.853,
8657,64.0,49.0,75.0,31.0,Ground Pass,-1.022247,1.32,
8657,76.0,27.0,83.0,38.0,Ground Pass,1.0040671,0.679,
8657,86.0,41.0,88.0,52.0,Ground Pass,1.3909428,0.76,
8657,93.0,51.0,101.0,54.0,Ground Pass,0.35877067,1.146,
8657,100.0,68.0,108.0,45.0,High Pass,-1.2360595,1.28,
8657,85.0,36.0,81.0,55.0,Ground Pass,1.7782925,1.986,
8657,96.0,55.0,106.0,75.0,Ground Pass,1.1071488,1.586,
8657,105.0,75.0,95.0,67.0,Ground Pass,-2.4668517,1.19,
8657,94.0,67.0,87.0,57.0,Ground Pass,-2.1815224,0.626,
8657,86.0,59.0,84.0,66.0,Ground Pass,1.849096,1.186,
8657,85.0,68.0,89.0,74.0,Ground Pass,0.98279375,0.52,
8657,89.0,76.0,84.0,68.0,Ground Pass,-2.1293957,0.52,
8657,83.0,67.0,90.0,62.0,Ground Pass,-0.6202495,0.72,
8657,88.0,61.0,80.0,65.0,Ground Pass,2.6779451,1.16,
8657,77.0,64.0,76.0,74.0,Ground Pass,1.670465,0.72,
8657,77.0,76.0,76.0,71.0,Ground Pass,-1.7681919,0.44,
8657,75.0,73.0,82.0,76.0,Ground Pass,0.4048918,0.786,
8657,83.0,76.0,73.0,49.0,Ground Pass,-1.925502,1.586,
8657,82.0,47.0,76.0,19.0,Ground Pass,-1.7818897,1.586,
8657,76.0,20.0,79.0,34.0,Ground Pass,1.359703,0.613,
8657,83.0,30.0,108.0,46.0,High Pass,0.56931317,1.96,Incomplete
8657,13.0,35.0,17.0,40.0,High Pass,0.8960554,0.72,
8657,17.0,41.0,21.0,27.0,High Pass,-1.2924967,1.44,Incomplete
8657,22.0,22.0,75.0,63.0,High Pass,0.6584254,4.52,Incomplete
8657,46.0,18.0,55.0,4.0,Low Pass,-0.99945885,1.186,
8657,70.0,3.0,42.0,8.0,Ground Pass,2.9648838,1.586,
8657,41.0,10.0,39.0,35.0,Ground Pass,1.6506263,1.587,
8657,47.0,45.0,56.0,43.0,Ground Pass,-0.21866895,1.586,
8657,63.0,45.0,74.0,49.0,Ground Pass,0.348771,0.719,
8657,74.0,49.0,65.0,45.0,Ground Pass,-2.7233684,0.76,
8657,77.0,36.0,57.0,19.0,Ground Pass,-2.4370985,1.186,
8657,58.0,23.0,73.0,29.0,Ground Pass,0.38050637,0.853,
8657,75.0,30.0,77.0,16.0,Ground Pass,-1.4288993,0.84,
8657,93.0,23.0,91.0,31.0,Ground Pass,1.815775,0.883,
8657,91.0,31.0,107.0,32.0,Ground Pass,0.06241881,1.04,
8657,46.0,71.0,62.0,69.0,Ground Pass,-0.124354996,0.76,
8657,65.0,73.0,49.0,74.0,Ground Pass,3.0791738,0.947,
8657,50.0,73.0,45.0,49.0,Ground Pass,-1.7761917,1.44,
8657,45.0,43.0,54.0,23.0,Ground Pass,-1.1479424,1.427,
8657,54.0,29.0,49.0,34.0,Ground Pass,2.3561945,1.3,
8657,54.0,37.0,65.0,37.0,Ground Pass,0.0,0.799,
8657,65.0,36.0,53.0,36.0,Ground Pass,3.1415927,1.013,
8657,53.0,36.0,65.0,14.0,Ground Pass,-1.0714496,0.96,
8657,71.0,19.0,72.0,31.0,Ground Pass,1.487655,0.64,
8657,66.0,28.0,59.0,38.0,Ground Pass,2.1815224,0.959,
8657,64.0,39.0,66.0,34.0,Ground Pass,-1.19029,0.64,
8657,68.0,28.0,65.0,41.0,Ground Pass,1.7975951,1.026,
8657,66.0,45.0,71.0,65.0,Ground Pass,1.3258177,1.066,
8657,72.0,69.0,80.0,77.0,Ground Pass,0.7853982,0.986,
8657,73.0,61.0,56.0,54.0,Ground Pass,-2.7509856,1.386,
8657,57.0,55.0,75.0,65.0,Ground Pass,0.5070985,1.2,
8657,86.0,65.0,87.0,77.0,Ground Pass,1.487655,0.84,
8657,87.0,77.0,90.0,59.0,Ground Pass,-1.4056476,0.919,
8657,91.0,59.0,92.0,67.0,Ground Pass,1.4464413,0.48,
8657,93.0,65.0,84.0,57.0,Ground Pass,-2.4149504,0.68,
8657,86.0,45.0,91.0,28.0,Ground Pass,-1.2847449,1.08,
8657,98.0,29.0,104.0,33.0,Ground Pass,0.5880026,0.599,
8657,19.0,50.0,53.0,62.0,High Pass,0.33929262,2.881,
8657,59.0,13.0,62.0,7.0,Ground Pass,-1.1071488,0.638,
8657,67.0,11.0,54.0,18.0,Ground Pass,2.6476512,1.28,
8657,54.0,26.0,51.0,55.0,Ground Pass,1.673878,1.426,
8657,57.0,55.0,65.0,53.0,Ground Pass,-0.24497867,0.72,
8657,65.0,53.0,49.0,56.0,Ground Pass,2.9562447,0.84,
8657,50.0,54.0,55.0,39.0,Ground Pass,-1.2490457,0.84,
8657,57.0,37.0,65.0,37.0,Ground Pass,0.0,0.56,
8657,65.0,37.0,53.0,18.0,Ground Pass,-2.1341126,1.786,
8657,54.0,27.0,73.0,34.0,Ground Pass,0.3529904,0.88,
8657,83.0,44.0,80.0,57.0,Ground Pass,1.7975951,0.88,
8657,98.0,61.0,110.0,74.0,Ground Pass,0.82537687,1.12,
8657,110.0,75.0,100.0,66.0,Ground Pass,-2.4087775,0.92,
8657,119.0,49.0,117.0,45.0,Ground Pass,-2.0344439,0.48,Incomplete
8657,119.0,78.0,109.0,38.0,High Pass,-1.815775,2.2,
8657,50.0,72.0,62.0,57.0,Ground Pass,-0.8960554,0.92,
8657,72.0,53.0,96.0,44.0,Ground Pass,-0.35877067,3.48,Incomplete
8657,24.0,39.0,36.0,40.0,Ground Pass,0.08314123,1.039,
8657,41.0,43.0,55.0,55.0,Ground Pass,0.7086263,1.426,
8657,55.0,54.0,45.0,78.0,Ground Pass,1.9655875,1.506,
8657,45.0,77.0,35.0,70.0,Ground Pass,-2.5308666,1.466,
8657,38.0,64.0,47.0,56.0,Ground Pass,-0.7266424,0.84,
8657,48.0,40.0,58.0,21.0,Ground Pass,-1.0863184,0.839,
8657,63.0,23.0,73.0,5.0,Ground Pass,-1.0636978,0.96,
8657,79.0,4.0,84.0,16.0,Ground Pass,1.1760052,0.833,
8657,87.0,20.0,105.0,57.0,High Pass,1.1180179,2.76,Incomplete
8657,16.0,24.0,30.0,24.0,High Pass,0.0,1.16,
8657,30.0,22.0,64.0,14.0,Low Pass,-0.23109066,1.813,
8657,101.0,14.0,91.0,19.0,Ground Pass,2.6779451,0.92,
8657,92.0,19.0,96.0,6.0,Ground Pass,-1.2722974,0.8,
8657,98.0,6.0,91.0,6.0,Ground Pass,3.1415927,0.919,
8657,86.0,8.0,26.0,54.0,High Pass,2.48751,4.121,
8657,33.0,62.0,46.0,67.0,Ground Pass,0.36717382,1.186,
8657,54.0,66.0,58.0,54.0,Ground Pass,-1.2490457,1.186,
8657,65.0,53.0,68.0,3.0,High Pass,-1.5108682,2.239,
8657,64.0,8.0,77.0,18.0,Ground Pass,0.6556956,0.92,
8657,76.0,19.0,75.0,17.0,Ground Pass,-2.0344439,0.6,
8657,73.0,12.0,87.0,6.0,Ground Pass,-0.4048918,0.88,
8657,94.0,9.0,97.0,3.0,Ground Pass,-1.1071488,0.56,
8657,83.0,10.0,74.0,10.0,Ground Pass,3.1415927,1.439,
8657,73.0,11.0,72.0,25.0,Ground Pass,1.6421038,0.68,
8657,66.0,35.0,64.0,62.0,Ground Pass,1.6447353,1.439,
8657,62.0,62.0,51.0,42.0,Ground Pass,-2.0736396,1.64,
8657,55.0,41.0,68.0,39.0,Ground Pass,-0.15264933,1.119,
8657,67.0,39.0,39.0,32.0,Ground Pass,-2.896614,2.706,
8657,38.0,30.0,49.0,15.0,Ground Pass,-0.93804747,1.186,
8657,48.0,15.0,52.0,27.0,Ground Pass,1.2490457,1.185,
8657,66.0,44.0,76.0,61.0,Ground Pass,1.0390723,1.186,
8657,76.0,63.0,76.0,75.0,Ground Pass,1.5707964,1.586,
8657,79.0,77.0,89.0,77.0,Ground Pass,0.0,0.56,
8657,89.0,74.0,88.0,66.0,Ground Pass,-1.6951513,0.64,
8657,87.0,61.0,83.0,62.0,Ground Pass,2.896614,0.68,
8657,90.0,54.0,101.0,68.0,Ground Pass,0.9048271,1.08,
8657,101.0,69.0,105.0,65.0,High Pass,-0.7853982,0.76,Incomplete
8657,93.0,50.0,92.0,63.0,High Pass,1.6475682,1.16,
8657,86.0,55.0,81.0,41.0,Ground Pass,-1.9138203,1.48,
8657,82.0,40.0,93.0,4.0,Ground Pass,-1.2742505,2.0,
8657,92.0,10.0,96.0,19.0,Ground Pass,1.152572,0.96,Incomplete
8657,27.0,62.0,21.0,66.0,Ground Pass,2.55359,0.6,
8657,22.0,65.0,21.0,57.0,Ground Pass,-1.6951513,0.92,
8657,22.0,54.0,29.0,54.0,Ground Pass,0.0,0.48,
8657,28.0,53.0,20.0,43.0,Ground Pass,-2.2455373,0.92,
8657,23.0,47.0,44.0,55.0,Ground Pass,0.36397895,0.96,
8657,43.0,48.0,48.0,35.0,Ground Pass,-1.2036225,1.466,
8657,48.0,28.0,61.0,16.0,Ground Pass,-0.7454195,1.439,
8657,84.0,17.0,94.0,5.0,Ground Pass,-0.87605804,1.026,
8657,82.0,8.0,73.0,15.0,Ground Pass,2.4805496,0.853,
8657,74.0,14.0,63.0,14.0,Ground Pass,3.1415927,1.08,
8657,65.0,14.0,72.0,10.0,Ground Pass,-0.5191461,0.721,
8657,72.0,9.0,64.0,17.0,Ground Pass,2.3561945,0.719,
8657,63.0,16.0,70.0,10.0,Ground Pass,-0.7086263,0.6,
8657,71.0,10.0,71.0,19.0,Ground Pass,1.5707964,0.64,
8657,72.0,20.0,65.0,8.0,Ground Pass,-2.0988708,0.56,
8657,64.0,6.0,50.0,5.0,Ground Pass,-3.070285,0.56,
8657,50.0,6.0,58.0,15.0,Ground Pass,0.844154,0.56,
8657,65.0,18.0,50.0,32.0,Ground Pass,2.3906636,0.92,
8657,52.0,31.0,66.0,12.0,Ground Pass,-0.9357696,1.439,
8657,68.0,9.0,75.0,21.0,Ground Pass,1.0427219,1.373,
8657,72.0,27.0,53.0,34.0,Ground Pass,2.7886024,1.346,
8657,55.0,39.0,64.0,46.0,Ground Pass,0.66104317,1.026,
8657,65.0,53.0,101.0,28.0,High Pass,-0.60698766,2.279,
8657,105.0,34.0,105.0,42.0,Low Pass,1.5707964,0.76,
8657,85.0,79.0,75.0,63.0,Low Pass,-2.1293957,1.64,
8657,76.0,57.0,85.0,29.0,Ground Pass,-1.259798,1.36,
8657,96.0,29.0,89.0,33.0,Ground Pass,2.6224465,0.839,
8657,88.0,32.0,93.0,23.0,Ground Pass,-1.0636978,0.6,
8657,48.0,65.0,73.0,70.0,Ground Pass,0.19739556,1.118,Incomplete
8657,70.0,75.0,70.0,65.0,Ground Pass,-1.5707964,0.52,
8657,41.0,20.0,50.0,25.0,Ground Pass,0.5070985,0.56,
8657,51.0,28.0,55.0,18.0,Ground Pass,-1.19029,1.04,
8657,67.0,6.0,76.0,4.0,Ground Pass,-0.21866895,0.839,
8657,88.0,5.0,76.0,6.0,Ground Pass,3.0584514,0.679,
8657,76.0,7.0,75.0,18.0,Ground Pass,1.6614562,0.88,
8657,73.0,17.0,79.0,10.0,Ground Pass,-0.86217004,1.079,
8657,75.0,8.0,73.0,15.0,Ground Pass,1.849096,0.64,
8657,73.0,18.0,70.0,27.0,Ground Pass,1.8925469,0.96,
8657,68.0,22.0,62.0,18.0,Ground Pass,-2.55359,0.84,
8657,65.0,16.0,62.0,38.0,Ground Pass,1.706324,2.12,
8657,65.0,42.0,72.0,69.0,Ground Pass,1.3171222,1.921,
8657,75.0,74.0,81.0,77.0,Ground Pass,0.4636476,0.84,
8657,81.0,78.0,66.0,71.0,Ground Pass,-2.7049656,1.24,
8657,65.0,72.0,47.0,64.0,Ground Pass,-2.7233684,1.68,
8657,49.0,53.0,50.0,29.0,Ground Pass,-1.5291537,1.2,
8657,51.0,28.0,60.0,11.0,Ground Pass,-1.0838971,1.241,
8657,68.0,12.0,50.0,21.0,Ground Pass,2.6779451,0.946,
8657,56.0,26.0,68.0,29.0,Ground Pass,0.24497867,0.76,
8657,68.0,29.0,69.0,14.0,Ground Pass,-1.5042281,1.12,
8657,85.0,8.0,88.0,3.0,Ground Pass,-1.0303768,0.56,
8657,87.0,4.0,71.0,14.0,Ground Pass,2.5829933,0.946,
8657,74.0,6.0,79.0,4.0,Ground Pass,-0.38050637,0.76,
8657,75.0,7.0,59.0,22.0,Ground Pass,2.3884413,1.0,
8657,63.0,24.0,71.0,24.0,Ground Pass,0.0,1.0,
8657,73.0,25.0,63.0,25.0,Ground Pass,3.1415927,0.48,
8657,64.0,26.0,57.0,43.0,Ground Pass,1.9614034,1.28,
8657,57.0,42.0,63.0,36.0,Ground Pass,-0.7853982,0.52,
8657,64.0,40.0,73.0,53.0,Ground Pass,0.9652517,0.8,
8657,73.0,55.0,64.0,62.0,Ground Pass,2.4805496,0.76,
8657,68.0,61.0,75.0,73.0,Ground Pass,1.0427219,0.959,
8657,79.0,77.0,89.0,77.0,Ground Pass,0.0,0.8,
8657,87.0,73.0,76.0,77.0,Ground Pass,2.7928216,1.08,
8657,75.0,75.0,76.0,71.0,Ground Pass,-1.3258177,0.52,
8657,75.0,69.0,64.0,57.0,Ground Pass,-2.3127437,1.4,
8657,65.0,49.0,70.0,40.0,Ground Pass,-1.0636978,0.8,
8657,68.0,45.0,72.0,72.0,Ground Pass,1.423718,0.92,
8657,73.0,74.0,120.0,65.0,High Pass,-0.18919902,4.2,Out
8657,6.0,42.0,6.0,65.0,Ground Pass,1.5707964,1.186,
8657,5.0,62.0,5.0,46.0,Ground Pass,-1.5707964,1.44,
8657,8.0,37.0,57.0,42.0,High Pass,0.101688854,2.0,
8657,46.0,44.0,46.0,30.0,Ground Pass,-1.5707964,0.76,
8657,48.0,22.0,64.0,3.0,Ground Pass,-0.87090343,1.279,
8657,65.0,4.0,38.0,7.0,Low Pass,3.0309355,2.145,
8657,45.0,14.0,26.0,22.0,Ground Pass,2.7430701,1.19,
8657,22.0,25.0,31.0,71.0,Ground Pass,1.3775848,1.986,
8657,36.0,75.0,48.0,67.0,Ground Pass,-0.5880026,1.193,
8657,48.0,70.0,45.0,75.0,Ground Pass,2.1112158,1.186,
8657,46.0,76.0,90.0,52.0,High Pass,-0.49934673,2.533,Incomplete
8657,31.0,29.0,19.0,3.0,High Pass,-2.003204,4.4,Incomplete
8657,118.0,74.0,111.0,27.0,High Pass,-1.7186457,1.68,Incomplete
8657,4.0,57.0,44.0,72.0,High Pass,0.35877067,2.28,
8657,45.0,67.0,45.0,32.0,Ground Pass,-1.5707964,0.996,
8657,52.0,28.0,52.0,42.0,Ground Pass,1.5707964,1.2,
8657,53.0,45.0,57.0,71.0,Ground Pass,1.418147,1.38,
8657,59.0,73.0,66.0,79.0,Ground Pass,0.7086263,0.799,
8657,67.0,78.0,54.0,74.0,Ground Pass,-2.8430936,1.08,
8657,50.0,72.0,48.0,57.0,Ground Pass,-1.7033478,1.385,
8657,54.0,48.0,52.0,40.0,Ground Pass,-1.815775,1.24,
8657,49.0,41.0,44.0,49.0,Ground Pass,2.1293957,0.52,
8657,36.0,45.0,37.0,18.0,Ground Pass,-1.5337762,1.36,
8657,32.0,20.0,39.0,23.0,Ground Pass,0.4048918,0.999,
8657,38.0,24.0,42.0,13.0,Ground Pass,-1.2220253,0.92,
8657,71.0,25.0,57.0,61.0,High Pass,1.9416876,1.626,
8657,62.0,67.0,75.0,67.0,Ground Pass,0.0,0.999,
8657,75.0,67.0,64.0,65.0,Ground Pass,-2.961739,0.68,
8657,67.0,68.0,74.0,71.0,Ground Pass,0.4048918,0.56,
8657,71.0,71.0,71.0,64.0,Ground Pass,-1.5707964,0.68,
8657,71.0,63.0,82.0,64.0,High Pass,0.09065989,0.72,
8657,41.0,13.0,33.0,15.0,Ground Pass,2.896614,0.76,
8657,22.0,17.0,4.0,32.0,Ground Pass,2.4468544,1.599,
8657,8.0,25.0,78.0,30.0,High Pass,0.071307465,3.453,Incomplete
8657,43.0,51.0,55.0,41.0,High Pass,-0.69473827,2.0,Incomplete
8657,88.0,26.0,91.0,4.0,Ground Pass,-1.4352686,1.586,
8657,113.0,13.0,104.0,12.0,Ground Pass,-3.0309355,0.96,
8657,104.0,21.0,106.0,31.0,Ground Pass,1.3734008,0.479,
8657,106.0,30.0,105.0,32.0,Ground Pass,2.0344439,0.4,
8657,104.0,34.0,96.0,40.0,Ground Pass,2.4980915,0.8,
8657,10.0,56.0,70.0,74.0,High Pass,0.2914568,3.68,Incomplete
8657,51.0,7.0,71.0,7.0,High Pass,0.0,1.24,
8657,72.0,8.0,74.0,18.0,Low Pass,1.3734008,0.72,
8657,67.0,18.0,64.0,37.0,Ground Pass,1.7273982,0.8,
8657,64.0,43.0,75.0,74.0,Ground Pass,1.2298174,2.386,
8657,75.0,75.0,78.0,67.0,Ground Pass,-1.2120256,0.918,
8657,82.0,69.0,76.0,74.0,Ground Pass,2.4468544,0.72,
8657,75.0,75.0,75.0,66.0,Ground Pass,-1.5707964,1.04,
8657,71.0,67.0,79.0,61.0,Ground Pass,-0.6435011,0.799,
8657,79.0,62.0,71.0,63.0,Ground Pass,3.0172377,0.56,
8657,71.0,63.0,75.0,57.0,Ground Pass,-0.98279375,0.4,
8657,76.0,56.0,72.0,62.0,Ground Pass,2.158799,0.64,
8657,71.0,63.0,75.0,55.0,Ground Pass,-1.1071488,0.52,
8657,74.0,54.0,70.0,50.0,Ground Pass,-2.3561945,0.68,
8657,70.0,50.0,74.0,59.0,Ground Pass,1.152572,0.72,
8657,80.0,55.0,83.0,54.0,Ground Pass,-0.32175055,0.4,
8657,84.0,56.0,82.0,65.0,Ground Pass,1.7894653,1.12,
8657,83.0,67.0,79.0,62.0,Ground Pass,-2.2455373,0.6,
8657,81.0,62.0,89.0,63.0,Ground Pass,0.124354996,0.32,
8657,90.0,63.0,82.0,64.0,Ground Pass,3.0172377,0.56,
8657,88.0,56.0,112.0,54.0,Ground Pass,-0.08314123,2.44,Incomplete
8657,9.0,27.0,4.0,39.0,Ground Pass,1.9655875,0.8,
8657,4.0,38.0,36.0,6.0,High Pass,-0.7853982,4.12,Incomplete
8657,85.0,76.0,93.0,80.0,Ground Pass,0.4636476,0.88,Out
8657,28.0,2.0,36.0,26.0,High Pass,1.2490457,1.44,
8657,33.0,25.0,8.0,36.0,Ground Pass,2.7270858,2.199,
8657,9.0,36.0,18.0,57.0,Ground Pass,1.1659045,1.56,
8657,23.0,66.0,34.0,76.0,Ground Pass,0.7378151,1.68,
8657,35.0,72.0,28.0,50.0,Ground Pass,-1.8788491,2.253,
8657,30.0,41.0,34.0,24.0,Ground Pass,-1.3397057,1.106,
8657,38.0,27.0,34.0,37.0,Ground Pass,1.9513026,1.066,
8657,37.0,44.0,48.0,67.0,Ground Pass,1.1246908,1.066,
8657,54.0,69.0,71.0,78.0,Ground Pass,0.48689923,0.799,
8657,69.0,78.0,71.0,74.0,Ground Pass,-1.1071488,0.56,
8657,71.0,74.0,59.0,78.0,Ground Pass,2.819842,0.68,
8657,59.0,78.0,51.0,73.0,Ground Pass,-2.5829933,0.8,
8657,49.0,72.0,40.0,53.0,Ground Pass,-2.0131705,1.733,
8657,39.0,39.0,54.0,17.0,Ground Pass,-0.9723774,1.613,
8657,50.0,27.0,46.0,32.0,Ground Pass,2.2455373,0.92,
8657,52.0,42.0,63.0,76.0,Ground Pass,1.2578951,1.519,
8657,69.0,74.0,54.0,67.0,Ground Pass,-2.7049656,1.066,
8657,57.0,67.0,66.0,63.0,Ground Pass,-0.41822433,0.893,
8657,65.0,63.0,51.0,65.0,Ground Pass,2.9996955,1.0,
8657,55.0,65.0,58.0,78.0,Ground Pass,1.3439975,0.799,
8657,57.0,78.0,76.0,76.0,High Pass,-0.104876935,0.84,
8657,79.0,77.0,73.0,70.0,Ground Pass,-2.2794225,0.839,
8657,73.0,69.0,79.0,76.0,Ground Pass,0.86217004,0.52,
8657,75.0,73.0,76.0,77.0,Ground Pass,1.3258177,0.883,
8657,76.0,78.0,67.0,71.0,Ground Pass,-2.4805496,1.12,
8657,72.0,69.0,62.0,48.0,Ground Pass,-2.0152156,1.043,
8657,66.0,47.0,75.0,73.0,Ground Pass,1.237552,1.346,
8657,79.0,74.0,105.0,45.0,High Pass,-0.83988965,1.32,Incomplete
8657,21.0,22.0,27.0,24.0,Ground Pass,0.32175055,0.603,
8657,25.0,22.0,28.0,5.0,Ground Pass,-1.3961241,1.32,
8657,38.0,4.0,64.0,18.0,High Pass,0.49394137,1.88,
8657,63.0,26.0,56.0,43.0,Ground Pass,1.9614034,0.68,
8657,56.0,47.0,77.0,74.0,Ground Pass,0.90975314,1.75,
8657,86.0,62.0,71.0,58.0,Ground Pass,-2.8809903,1.92,
8657,71.0,59.0,73.0,52.0,Ground Pass,-1.2924967,0.84,
8657,73.0,51.0,76.0,54.0,Ground Pass,0.7853982,0.799,
8657,76.0,54.0,74.0,48.0,Ground Pass,-1.8925469,0.44,
8657,80.0,33.0,85.0,10.0,Ground Pass,-1.3567356,1.033,
8657,84.0,13.0,82.0,19.0,Ground Pass,1.8925469,0.92,
8657,83.0,18.0,80.0,13.0,Ground Pass,-2.1112158,0.48,
8657,80.0,19.0,83.0,27.0,Ground Pass,1.2120256,0.64,
8657,87.0,46.0,93.0,73.0,Ground Pass,1.3521274,1.52,
8657,95.0,69.0,106.0,45.0,High Pass,-1.141034,1.158,Incomplete
8657,83.0,73.0,93.0,76.0,Low Pass,0.2914568,0.52,
8657,82.0,64.0,63.0,67.0,Ground Pass,2.9849908,0.76,
8657,63.0,67.0,71.0,59.0,Ground Pass,-0.7853982,0.76,
8657,77.0,55.0,90.0,68.0,Ground Pass,0.7853982,1.123,
8657,91.0,61.0,100.0,61.0,Ground Pass,0.0,0.639,
8657,100.0,61.0,102.0,58.0,Ground Pass,-0.98279375,0.6,Incomplete
8657,14.0,16.0,48.0,26.0,High Pass,0.28605145,2.0,Incomplete
8657,71.0,59.0,78.0,46.0,Ground Pass,-1.076855,0.84,
8657,81.0,39.0,89.0,17.0,Ground Pass,-1.2220253,1.586,
8657,90.0,18.0,87.0,26.0,Ground Pass,1.929567,1.213,
8657,85.0,23.0,83.0,43.0,Ground Pass,1.670465,1.119,
8657,85.0,42.0,100.0,72.0,Ground Pass,1.1071488,2.266,
8657,101.0,70.0,98.0,64.0,Ground Pass,-2.0344439,0.68,
8657,99.0,67.0,106.0,78.0,Ground Pass,1.0040671,0.76,
8657,104.0,76.0,85.0,64.0,Ground Pass,-2.5782764,1.385,
8657,85.0,65.0,89.0,72.0,Ground Pass,1.0516502,1.038,
8657,88.0,70.0,83.0,64.0,Ground Pass,-2.2655346,0.786,
8657,80.0,65.0,64.0,35.0,Ground Pass,-2.0607536,1.68,
8657,77.0,23.0,74.0,11.0,Ground Pass,-1.815775,0.999,
8657,75.0,8.0,85.0,3.0,Ground Pass,-0.4636476,1.119,
8657,75.0,6.0,49.0,5.0,Ground Pass,-3.1031501,1.6,
8657,49.0,10.0,64.0,41.0,Ground Pass,1.120135,1.04,
8657,67.0,44.0,83.0,61.0,Ground Pass,0.81569195,1.2,
8657,92.0,61.0,106.0,54.0,Ground Pass,-0.4636476,0.833,
8657,119.0,78.0,96.0,43.0,High Pass,-2.1521766,1.993,
8657,24.0,33.0,40.0,27.0,Ground Pass,-0.35877067,1.32,
8657,35.0,24.0,39.0,33.0,Ground Pass,1.152572,0.92,
8657,39.0,33.0,51.0,28.0,Ground Pass,-0.39479113,0.8,
8657,52.0,27.0,46.0,20.0,Ground Pass,-2.2794225,0.68,
8657,75.0,21.0,79.0,27.0,Ground Pass,0.98279375,0.72,
8657,85.0,31.0,85.0,42.0,Ground Pass,1.5707964,0.72,
8657,89.0,48.0,89.0,57.0,Ground Pass,1.5707964,0.88,
8657,94.0,58.0,100.0,39.0,Ground Pass,-1.2649175,1.32,Incomplete
8657,35.0,41.0,32.0,38.0,Ground Pass,-2.3561945,0.6,
8657,33.0,37.0,40.0,27.0,Ground Pass,-0.9600704,1.12,
8657,87.0,33.0,101.0,20.0,Ground Pass,-0.74837804,1.239,
8657,101.0,24.0,111.0,54.0,High Pass,1.2490457,2.04,
8657,51.0,75.0,50.0,68.0,Ground Pass,-1.7126933,0.88,
8657,51.0,61.0,47.0,53.0,Ground Pass,-2.0344439,1.093,
8657,47.0,52.0,50.0,57.0,Ground Pass,1.0303768,0.839,
8657,50.0,55.0,53.0,38.0,Ground Pass,-1.3961241,2.441,
8657,53.0,38.0,64.0,14.0,Ground Pass,-1.141034,2.56,
8657,63.0,10.0,62.0,19.0,Ground Pass,1.6814536,0.733,
8657,62.0,21.0,69.0,27.0,Ground Pass,0.7086263,0.6,
8657,72.0,27.0,63.0,25.0,Ground Pass,-2.9229238,0.64,
8657,65.0,27.0,68.0,46.0,Ground Pass,1.4141945,1.386,
8657,71.0,56.0,82.0,76.0,Ground Pass,1.0679531,2.08,
8657,86.0,75.0,99.0,65.0,Ground Pass,-0.6556956,1.193,Incomplete
